강남구,강동구,강북구,강서구,관악구,광진구,구로구,금천구,노원구,도봉구,동대문구,동작구,마포구,서대문구,서초구,성동구,성북구,송파구,양천구,영등포구,용산구,은평구,종로구,중구,중랑구
선릉로131길,,인수봉로60가길,월정로30길,승방4길,자양번영로3나길,,,,,제기로29길,신대방2나길,월드컵북로38가길,,안골2길,행당로9길,장월로2길,유통단지길,,신길로60가길,한남대로28나길,,통일로8길,,용마산로62길
선릉로132길,,인수봉로62가길,월정로32길,승방6길,자양번영로3다길,,,,,제기로31길,신대방16나길,월드컵북로42가길,,안골3길,행당로11길,장월로3길,잠실로,,신길로62가길,한남대로42나길,,통일로12길,,용마산로70길
선릉로133길,,인수봉로72가길,월정로34길,승방7길,중랑천동자전거길,,,,,제기로33길,신대방1다길,월드컵북로1길,,안골4길,행당로13길,장월로4길,장지천자전거1길,,신길로1길,회나무로,,통일로14길,,용마산로72길
선릉로134길,,인수봉로73가길,월정로30나길,승방9길,천호대로,,,,,제기로36길,신대방16다길,월드컵북로2길,,양재대로,행당로15길,장월로5길,장지천자전거2길,,신길로5길,회나무로12가길,,통일로16길,,용마산로77길
선릉로135길,,인수봉로79가길,인천국제공항고속도로,승방10길,천호대로104가길,,,,,제기로37길,신대방16라길,월드컵북로4길,,양재대로2길,행당로17길,장월로6길,정의로,,신길로7길,회나무로13가길,,통일로18길,,용마산로79길
선릉로137길,,인수봉로6길,초록마을로,승방3나길,천호대로101길,,,,,제기로38길,알마타길,월드컵북로5길,,양재대로11길,,장월로8길,정의로3길,,신길로8길,회나무로26가길,,통일로18나길,,용마산로81길
선릉로138길,,인수봉로8길,초록마을로7가길,시흥대로,천호대로102길,,,,,제기로4나길,양녕로,월드컵북로6길,,양재대로12길,,장월로9길,정의로5길,,신길로9길,회나무로28가길,,팔판길,,용마산로84길
선릉로141길,,인수봉로12길,초록마을로2길,시흥대로158가길,천호대로103길,,,,,제기로4다길,양녕로22가길,월드컵북로7길,,양재천동자전거길,,장월로10길,정의로7길,,신길로10길,회나무로39가길,,평창길,,용마산로86길
선릉로145길,,인수봉로14길,초록마을로3길,시흥대로158길,천호대로104길,,,,,종암로,양녕로25가길,월드컵북로8길,,양재천로,,장월로11길,정의로8길,,신길로13길,회나무로41가길,,평창1길,,용마산로89길
선릉로146길,,인수봉로15길,초록마을로4길,시흥대로160길,천호대로105길,,,,,중랑천서자전거길,양녕로26가길,월드컵북로9길,,양재천로3길,,장월로12길,중대로,,신길로15길,회나무로44가길,,평창2길,,용마산로90길
선릉로148길,,인수봉로17길,초록마을로5길,시흥대로162길,천호대로107길,,,,,천장산로,양녕로27가길,월드컵북로11길,,양재천로7길,,장월로14길,중대로31가길,,신길로16길,회나무로6길,,평창3길,,용마산로93길
선릉로152길,,인수봉로19길,초록마을로6길,시흥대로164길,천호대로109길,,,,,천장산로4가길,양녕로34가길,월드컵북로12길,,양재천로9길,,장월로16길,중대로1길,,신길로17길,회나무로10길,,평창4길,,용마산로94길
선릉로153길,,인수봉로20길,초록마을로7길,시흥대로166길,천호대로110길,,,,,천장산로9가길,양녕로36가길,월드컵북로15길,,양재천로11길,,장월로17길,중대로2길,,신길로23길,회나무로12길,,평창5길,,용마산로96길
선릉로155길,,인수봉로23길,초록마을로8길,신림동5가길,천호대로111길,,,,,천장산로2길,양녕로20길,월드컵북로16길,,양재천로13길,,장월로18길,중대로4길,,신길로25길,회나무로13길,,평창6길,,용마산로99길
선릉로157길,,인수봉로27길,초록마을로9길,신림동길,천호대로112길,,,,,천장산로4길,양녕로22길,월드컵북로18길,,양재천로15길,,장월로20길,중대로8길,,신길로28길,회나무로21길,,평창7길,,용마산로100길
선릉로158길,,인수봉로28길,초록마을로10길,신림동1길,천호대로113길,,,,,천장산로6길,양녕로23길,월드컵북로20길,,양재천로17길,,장월로21길,중대로9길,,신길로29길,회나무로25길,,평창8길,,용마산로101길
선릉로160길,,인수봉로29길,초록마을로11길,신림동2길,천호대로114길,,,,,천장산로7길,양녕로24길,월드컵북로22길,,양재천로19길,,장월로23길,중대로10길,,신길로33길,회나무로26길,,평창10길,,용마산로102길
선릉로161길,,인수봉로30길,초록마을로12길,신림동3길,천호대로115길,,,,,천장산로9길,양녕로25길,월드컵북로23길,,양재천로21길,,장월로24길,중대로12길,,신길로34길,회나무로28길,,평창11길,,용마산로105길
선릉로162길,,인수봉로31길,초록마을로14길,신림동5길,천호대로116길,,,,,천장산로11길,양녕로26길,월드컵북로26길,,양재천로23길,,장월로26길,중대로14길,,신길로37길,회나무로32길,,평창12길,,용마산로106길
선릉로189길,,인수봉로32길,초록마을로15길,신림동7길,천호대로117길,,,,,천장산로12길,양녕로27길,월드컵북로27길,,양재천로29길,,장월로28길,중대로15길,,신길로38길,회나무로35길,,평창13길,,용마산로109길
선릉로190길,,인수봉로34길,초록마을로16길,신림동9길,천호대로118길,,,,,천장산로13길,양녕로28길,월드컵북로30길,,양재천로31길,,장월로29길,중대로16길,,신길로39길,회나무로39길,,평창14길,,용마산로111길
압구정로,,인수봉로37길,초록마을로18길,신림동5나길,천호대로119길,,,,,천장산로16길,양녕로29길,월드컵북로31길,,양재천서자전거길,,장월로32길,중대로18길,,신길로40길,회나무로41길,,평창15길,,용마산로112길
압구정로2길,,인수봉로38길,초록마을로19길,신림로,천호대로120길,,,,,천호대로,양녕로30길,월드컵북로33길,,언남길,,장월로37길,중대로20길,,신길로41길,회나무로42길,,평창16길,,용마산로113길
압구정로4길,,인수봉로40길,초록마을로21길,신림로3가길,천호대로121길,,,,,천호대로9가길,양녕로32길,월드컵북로36길,,언남1길,,장월로38길,중대로22길,,신길로42길,회나무로44길,,평창17길,,용마산로114길
압구정로8길,,인수봉로41길,초록마을로22길,신림로7가길,천호대로122길,,,,,천호대로16가길,양녕로34길,월드컵북로38길,,언남3길,,장월로41길,중대로23길,,신길로43길,회나무로12나길,,평창20길,,용마산로115길
압구정로10길,,인수봉로42길,초록마을로24길,신림로11가길,천호대로123길,,,,,천호대로29가길,양녕로36길,월드컵북로42길,,언남5길,,장월로1나길,중대로25길,,신길로45길,회나무로13나길,,평창21길,,용마산로116길
압구정로11길,,인수봉로44길,초록마을로26길,신림로18가길,천호대로124길,,,,,천호대로45가길,양녕로38길,월드컵북로43길,,언남7길,,장월로9나길,중대로27길,,신길로47길,회나무로44나길,,평창22길,,용마산로117길
압구정로14길,,인수봉로48길,초록마을로28길,신림로31가길,천호대로125길,,,,,천호대로69가길,양녕로22나길,월드컵북로44길,,언남9길,,장월로1다길,중대로29길,,신길로52길,회나무로44다길,,평창23길,,용마산로118길
압구정로18길,,인수봉로50길,초록마을로30길,신림로44가길,천호대로127길,,,,,천호대로77가길,양녕로25나길,월드컵북로45길,,언남10길,,장월로1라길,중대로31길,,신길로54길,효창원로,,평창24길,,용마산로120길
압구정로20길,,인수봉로51길,초록마을로32길,신림로48가길,천호대로129길,,,,,천호대로2길,양녕로26나길,월드컵북로47길,,언남11길,,장월로1마길,중대로33길,,신길로56길,효창원로12가길,,평창25길,,용마산로122길
압구정로22길,,인수봉로52길,초록마을로34길,신림로53가길,천호대로130길,,,,,천호대로4길,양녕로27나길,월드컵북로48길,,언남12길,,장위로,중대로34길,,신길로58길,효창원로16가길,,평창26길,,용마산로125길
압구정로28길,,인수봉로55길,초록마을로36길,신림로54가길,천호대로131길,,,,,천호대로7길,양녕로34나길,월드컵북로50길,,언남14길,,장위로11가길,중대로35길,,신길로60길,효창원로23가길,,평창30길,,용마산로128길
압구정로29길,,인수봉로56길,초록마을로37길,신림로58가길,천호대로132길,,,,,천호대로9길,양녕로22다길,월드컵북로54길,,언남16길,,장위로21가길,중대로36길,,신길로61길,효창원로25가길,,평창31길,,용마산로129길
압구정로30길,,인수봉로57길,초원로,신림로3길,천호대로134길,,,,,천호대로12길,양녕로25다길,월드컵북로56길,,언남17길,,장위로40가길,중대로38길,,신길로62길,효창원로26가길,,평창32길,,용마산로132길
압구정로32길,,인수봉로58길,초원로2길,신림로7길,천호대로135길,,,,,천호대로13길,양녕로34다길,월드컵북로58길,,언남18길,,장위로45가길,중대로40길,,신길로15나길,효창원로37가길,,평창33길,,용마산로136길
압구정로33길,,인수봉로60길,초원로4길,신림로8길,천호대로136길,,,,,천호대로14길,양녕로22라길,월드컵북로60길,,언남19길,,장위로4길,창곡천자전거길,,신길로38나길,효창원로62가길,,평창34길,,용마산로139길
압구정로34길,,인수봉로61길,초원로6길,신림로11길,천호대로137길,,,,,천호대로16길,양녕로25라길,월드컵북로62길,,언남20길,,장위로6길,천호대로,,신길로41나길,효창원로69가길,,평창35길,,용마산로142길
압구정로36길,,인수봉로62길,초원로8길,신림로12길,천호대로138길,,,,,천호대로17길,양녕로22마길,월드컵북로5나길,,여의천동자전거길,,장위로8길,천호대로152길,,신길로42나길,효창원로86가길,,평창36길,,용마산로94나길
압구정로38길,,인수봉로64길,초원로10길,신림로14길,천호대로140길,,,,,천호대로19길,양녕로25마길,월드컵북로38나길,,여의천서자전거길,,장위로10길,충민로,,신길로60나길,효창원로94가길,,평창40길,,용마산로96나길
압구정로39길,,인수봉로66길,초원로11길,신림로15길,천호대로141길,,,,,천호대로21길,양녕로22바길,월드컵북로42나길,,염곡말길,,장위로11길,충민로2길,,신길로62나길,효창원로104가길,,평창42길,,용마산로112나길
압구정로42길,,인수봉로67길,초원로12길,신림로17길,천호대로143길,,,,,천호대로22길,양녕로25바길,월드컵북로42다길,,염곡안길,,장위로13길,충민로4길,,신길로15다길,효창원로8길,,평창44길,,용마산로115나길
압구정로46길,,인수봉로68길,초원로13길,신림로18길,천호대로145길,,,,,천호대로23길,양녕로25사길,월드컵북로42라길,,염곡안1길,,장위로15길,충민로6길,,신길로23다길,효창원로12길,,평창문화로,,용마산로125나길
압구정로48길,,인수봉로70길,초원로14길,신림로19길,천호대로104나길,,,,,천호대로24길,여의대방로,월드컵북로12안길,,염곡안2길,,장위로16길,탄천동로,,신길로41다길,효창원로13길,,피마길,,용마산로129나길
압구정로50길,,인수봉로72길,초원로16길,신림로21길,한강북자전거길,,,,,천호대로25길,여의대방로10가길,월드컵북로15안길,,염곡안3길,,장위로17길,탄천자전거길,,신길로60다길,효창원로15길,,필운대로,,용마산로139나길
압구정로54길,,인수봉로73길,하늘길,신림로22길,,,,,,천호대로27길,여의대방로20가길,월드컵북로20안길,,올림픽대로,,장위로19길,토성로,,신길로41라길,효창원로16길,,필운대로5가길,,용마산로94다길
압구정로56길,,인수봉로75길,한강남자전거길,신림로23길,,,,,,천호대로29길,여의대방로22가길,월드컵북로26안길,,용인서울고속도로,,장위로20길,토성로3길,,신길로42라길,효창원로23길,,필운대로9가길,,용마산로125다길
압구정로60길,,인수봉로76길,허준로,신림로26길,,,,,,천호대로31길,여의대방로24가길,임정로,,우면산로,,장위로21길,토성로4길,,신길로60라길,효창원로25길,,필운대로1길,,용마산로139다길
압구정로61길,,인수봉로77길,허준로5길,신림로28길,,,,,,천호대로33길,여의대방로2길,임정로11길,,원터길,,장위로22길,토성로5길,,신길로60마길,효창원로26길,,필운대로2길,,용마산로139라길
압구정로62길,,인수봉로78길,화곡로,신림로29길,,,,,,천호대로35길,여의대방로10길,임정로13길,,원터1길,,장위로24길,토성로6길,,신길로60바길,효창원로35길,,필운대로3길,,중랑역로
압구정로71길,,인수봉로79길,화곡로13가길,신림로30길,,,,,,천호대로37길,여의대방로16길,임정로15길,,원터2길,,장위로26길,토성로7길,,신풍로,효창원로37길,,필운대로5길,,중랑역로3가길
압구정로72길,,인수봉로80길,화곡로26가길,신림로31길,,,,,,천호대로39길,여의대방로20길,임정로17길,,원터3길,,장위로28길,토성로15길,,신풍로12가길,효창원로39길,,필운대로6길,,중랑역로2길
압구정로73길,,인수봉로81길,화곡로27가길,신림로32길,,,,,,천호대로41길,여의대방로22길,임정로19길,,원터4길,,장위로29길,토성로17길,,신풍로19가길,효창원로40길,,필운대로7길,,중랑역로3길
압구정로75길,,인수봉로82길,화곡로31가길,신림로36길,,,,,,천호대로43길,여의대방로24길,임정로21길,,원터5길,,장위로30길,토성로19길,,신풍로25가길,효창원로42길,,필운대로9길,,중랑역로4길
압구정로77길,,인수봉로84길,화곡로42가길,신림로38길,,,,,,천호대로45길,여의대방로26길,임정로25길,,원터6길,,장위로31길,풍성로,,신풍로2길,효창원로48길,,필운대로10길,,중랑역로5길
압구정로79길,,인수봉로85길,화곡로43가길,신림로39길,,,,,,천호대로47길,여의대방로28길,자유로,,잠원로,,장위로32길,풍성로6가길,,신풍로6길,효창원로51길,,필운대로11길,,중랑역로6길
압구정로80길,,인수봉로6나길,화곡로44가길,신림로41길,,,,,,천호대로55길,여의대방로36길,잔다리로,,잠원로3길,,장위로33길,풍성로25가길,,신풍로7길,효창원로52길,,필운대로13길,,중랑역로9길
양재대로,,인수봉로12나길,화곡로53가길,신림로43길,,,,,,천호대로65길,여의대방로44길,잔다리로2길,,잠원로4길,,장위로35길,풍성로2길,,신풍로8길,효창원로54길,,필운대로5나길,,중랑역로11길
양재대로14길,,인수봉로19나길,화곡로63가길,신림로44길,,,,,,천호대로67길,여의대방로46길,잔다리로3길,,잠원로8길,,장위로37길,풍성로4길,,신풍로10길,효창원로55길,,필운대로9나길,,중랑역로13길
양재대로16길,,인수봉로20나길,화곡로13길,신림로46길,,,,,,천호대로69길,여의대방로54길,잔다리로6길,,잠원로12길,,장위로38길,풍성로5길,,신풍로11길,효창원로59길,,필운대로5다길,,중랑역로14길
양재대로27길,,인수봉로28나길,화곡로14길,신림로48길,,,,,,천호대로71길,여의대방로62길,잔다리로7길,,잠원로14길,,장위로39길,풍성로6길,,신풍로12길,효창원로62길,,혜화로,,중랑역로15길
양재대로29길,,인수봉로55나길,화곡로15길,신림로50길,,,,,,천호대로73길,여의대방로20나길,잔다리로9길,,전원말길,,장위로40길,풍성로7길,,신풍로14길,효창원로64길,,혜화로3가길,,중랑역로17길
양재대로31길,,인수봉로62나길,화곡로17길,신림로53길,,,,,,천호대로75길,여의대방로22나길,잔다리로3안길,,전원말2길,,장위로41길,풍성로8길,,신풍로16길,효창원로66길,,혜화로6가길,,중랑역로18길
양재대로33길,,인수봉로73나길,화곡로18길,신림로54길,,,,,,천호대로77길,여의대방로24나길,잔다리로7안길,,전원말4길,,장위로42길,풍성로10길,,신풍로17길,효창원로69길,,혜화로11가길,,중랑역로21길
양재대로35길,,인수봉로79나길,화곡로19길,신림로56길,,,,,,천호대로79길,여의대방로20다길,증산로,,전원말5길,,장위로43길,풍성로12길,,신풍로18길,효창원로70길,,혜화로2길,,중랑역로29길
양재대로37길,,인수봉로55다길,화곡로20길,신림로58길,,,,,,천호대로81길,여의대방로22다길,창전로,,전원말6길,,장위로44길,풍성로14길,,신풍로19길,효창원로72길,,혜화로3길,,중랑역로43길
양재대로39길,,인수봉로79다길,화곡로21길,신림로59길,,,,,,천호대로83길,여의대방로24다길,창전로2길,,전원말7길,,장위로45길,풍성로15길,,신풍로20길,효창원로76길,,혜화로5길,,중랑역로47길
양재대로41길,,한천로,화곡로23길,신림로63길,,,,,,천호대로85길,여의대방로20라길,큰우물로,,전원말8길,,장위로46길,풍성로16길,,신풍로22길,효창원로86길,,혜화로6길,,중랑역로49길
양재대로43길,,한천로109가길,화곡로24길,신림로64길,,,,,,천호대로87길,여의대방로22라길,큰우물로2길,,전원말9길,,장위로48길,풍성로18길,,신풍로23길,효창원로91길,,혜화로8길,,중랑역로50길
양재대로45길,,한천로123가길,화곡로25길,신림로65길,,,,,,천호대로89길,여의대방로24라길,큰우물로4길,,전원말11길,,장위로49길,풍성로20길,,신풍로24길,효창원로93길,,혜화로9길,,중랑역로53길
양재대로47길,,한천로124가길,화곡로26길,신림로66길,,,,,,천호대로91길,여의대방로20마길,토정로,,전원말안길,,장위로50길,풍성로21길,,신풍로25길,효창원로94길,,혜화로10길,,중랑역로3나길
양재대로49길,,한천로130가길,화곡로27길,신림로67길,,,,,,천호대로93길,여의대방로22마길,토정로37가길,,전원말안1길,,장위로51길,풍성로22길,,신풍로26길,효창원로98길,,혜화로11길,,중랑역로3다길
양재대로51길,,한천로139가길,화곡로29길,신림로68길,,,,,,천호대로95길,여의대방로24마길,토정로2길,,전원말안3길,,장위로21나길,풍성로23길,,신풍로12나길,효창원로104길,,혜화로12길,,중랑천동자전거길
양재대로53길,,한천로140가길,화곡로31길,신림로70길,,,,,,천호대로97길,여의대방로22바길,토정로3길,,전원말안5길,,장위로40나길,풍성로24길,,안양천동자전거길,효창원로110길,,혜화로14길,,중랑천로
양재대로55길,,한천로170가길,화곡로32길,신림로71길,,,,,,천호대로16나길,여의대방로24바길,토정로4길,,전원말안7길,,장위로21다길,풍성로25길,,안양천서자전거길,효창원로23나길,,혜화로16길,,중랑천로17가길
양재천동자전거길,,한천로172가길,화곡로33길,신림로73길,,,,,,천호대로45나길,여의대방로22사길,토정로5길,,전원말안9길,,장위로40다길,풍성로26길,,양산로,효창원로25나길,,홍지문2가길,,중랑천로2길
양재천로,,한천로105길,화곡로34길,신림로7나길,,,,,,천호대로69나길,여의대방로24사길,토정로9길,,전원말안11길,,장위로21라길,풍성로27길,,양산로1길,효창원로37나길,,홍지문길,,중랑천로5길
양재천서자전거길,,한천로109길,화곡로35길,신림로44나길,,,,,,천호대로77나길,여의대방로22아길,토정로11길,,전원말안13길,,장위로40라길,풍성로29길,,양산로3길,효창원로69나길,,홍지문1길,,중랑천로8길
언주로,,한천로115길,화곡로37길,신림로48나길,,,,,,천호대로45다길,여의대방로24아길,토정로14길,,전원말안15길,,장위로40마길,풍성로31길,,양산로7길,효창원로86나길,,홍지문2길,,중랑천로10길
언주로6길,,한천로118길,화곡로39길,신림로44다길,,,,,,천호대로77다길,여의대방로22자길,토정로15길,,주흥길,,정릉로,풍성로25나길,,양산로9길,효창원로94나길,,홍지문3길,,중랑천로12길
언주로7길,,한천로120길,화곡로41길,신사로,,,,,,천호대로45라길,여의대방로24자길,토정로16길,,주흥1길,,정릉로6가길,풍성로25다길,,양산로17길,효창원로104나길,,홍지문4길,,중랑천로14길
언주로29길,,한천로122길,화곡로42길,신사로10길,,,,,,청계천로,여의대방로22차길,토정로17길,,주흥3길,,정릉로8가길,한가람로,,양산로19길,효창원로25다길,,효자로,,중랑천로15길
언주로30길,,한천로123길,화곡로43길,신사로12길,,,,,,청계천로1가길,여의대방로24차길,토정로18길,,주흥5길,,정릉로9가길,한가람로10길,,양산로23길,효창원로37다길,,효자로7길,,중랑천로17길
언주로57길,,한천로124길,화곡로44길,신사로14길,,,,,,청계천로1길,여의대방로22카길,토정로22길,,주흥6길,,정릉로10가길,한가람로12길,,양산로25길,효창원로86다길,,효자로9길,,중랑천로18길
언주로63길,,한천로129길,화곡로46길,신사로16길,,,,,,청계천로5길,여의대방로24카길,토정로23길,,주흥7길,,정릉로21가길,한가람로14길,,양산로29길,효창원로94다길,,효자로13길,,중랑천로19길
언주로65길,,한천로130길,화곡로49길,신사로18길,,,,,,청계천로7길,올림픽대로,토정로25길,,주흥9길,,정릉로24가길,한가람로16길,,양산로31길,효창원로104다길,,,,중랑천로20길
언주로66길,,한천로131길,화곡로50길,신사로20길,,,,,,청계천로13길,장승배기로,토정로27길,,주흥10길,,정릉로26가길,한가람로18길,,양산로39길,효창원로37라길,,,,중랑천로24길
언주로67길,,한천로132길,화곡로51길,신사로22길,,,,,,하정로,장승배기로9가길,토정로28길,,주흥11길,,정릉로27가길,한가람로20길,,양평로,효창원로86라길,,,,중랑천로25길
언주로69길,,한천로134길,화곡로52길,신사로24길,,,,,,하정로2가길,장승배기로10가길,토정로31길,,주흥13길,,정릉로31가길,한강남자전거길,,양평로12가길,효창원로104라길,,,,중랑천로29길
언주로70길,,한천로138길,화곡로53길,신사로26길,,,,,,하정로2길,장승배기로11가길,토정로32길,,주흥15길,,정릉로32가길,헌릉로,,양평로21가길,효창원로37마길,,,,중랑천로30길
언주로71길,,한천로139길,화곡로54길,신우길,,,,,,하정로3길,장승배기로16가길,토정로33길,,주흥16길,,정릉로38가길,,,양평로22가길,효창원로104마길,,,,중랑천로36길
언주로75길,,한천로140길,화곡로55길,신원로,,,,,,하정로4길,장승배기로18가길,토정로35길,,주흥17길,,정릉로6길,,,양평로28가길,후암로,,,,중랑천로50길
언주로79길,,한천로143길,화곡로56길,신원로3가길,,,,,,하정로5길,장승배기로19가길,토정로37길,,중앙로,,정릉로8길,,,양평로30가길,후암로13가길,,,,중랑천로56길
언주로81길,,한천로144길,화곡로58길,신원로1길,,,,,,하정로6길,장승배기로20가길,토정로3안길,,청계산로,,정릉로9길,,,양평로12길,후암로16가길,,,,중랑천로17나길
언주로85길,,한천로145길,화곡로59길,신원로2길,,,,,,한빛로,장승배기로24가길,토정로4안길,,청계산로7길,,정릉로10길,,,양평로14길,후암로28가길,,,,중랑천서자전거길
언주로86길,,한천로148길,화곡로60길,신원로3길,,,,,,한빛로1길,장승배기로27가길,토정로15안길,,청계산로9길,,정릉로12길,,,양평로17길,후암로34가길,,,,
언주로87길,,한천로150길,화곡로61길,신원로4길,,,,,,한빛로7길,장승배기로1길,토정로17안길,,청계산로11길,,정릉로15길,,,양평로18길,후암로4길,,,,
언주로89길,,한천로153길,화곡로63길,신원로5길,,,,,,한천로,장승배기로3길,토정로25안길,,청계산로15길,,정릉로16길,,,양평로19길,후암로5길,,,,
언주로90길,,한천로155길,화곡로64길,신원로3나길,,,,,,한천로6가길,장승배기로4길,포은로,,청두곶길,,정릉로17길,,,양평로20길,후암로13길,,,,
언주로93길,,한천로159길,화곡로65길,신원로3다길,,,,,,한천로8가길,장승배기로5길,포은로2가길,,청두곶2길,,정릉로19길,,,양평로21길,후암로15길,,,,
언주로94길,,한천로160길,화곡로66길,신원로3라길,,,,,,한천로11가길,장승배기로7길,포은로2길,,청두곶3길,,정릉로21길,,,양평로22길,후암로16길,,,,
언주로97길,,한천로161길,화곡로68길,신원로3마길,,,,,,한천로33가길,장승배기로9길,포은로5길,,청두곶4길,,정릉로23길,,,양평로23길,후암로22길,,,,
언주로98길,,한천로162길,화곡로69길,쑥고개로,,,,,,한천로38가길,장승배기로10길,포은로6길,,청두곶6길,,정릉로24길,,,양평로24길,후암로23길,,,,
언주로99길,,한천로166길,화곡로72길,쑥고개로1가길,,,,,,한천로46가길,장승배기로11길,포은로8길,,청두곶7길,,정릉로26길,,,양평로25길,후암로25길,,,,
언주로100길,,한천로170길,화곡로73길,쑥고개로2가길,,,,,,한천로55가길,장승배기로13길,포은로2나길,,청두곶8길,,정릉로27길,,,양평로27길,후암로28길,,,,
언주로103길,,한천로172길,화곡로13나길,쑥고개로1길,,,,,,한천로2길,장승배기로15길,하늘공원로,,청두곶9길,,정릉로29길,,,양평로28길,후암로30길,,,,
언주로104길,,한천로124나길,화곡로31나길,쑥고개로2길,,,,,,한천로4길,장승배기로16길,한강난지로,,청두곶10길,,정릉로31길,,,양평로30길,후암로34길,,,,
언주로106길,,한천로130나길,화곡로42나길,쑥고개로3길,,,,,,한천로6길,장승배기로17길,한강북자전거길,,청두곶11길,,정릉로32길,,,양평로21나길,후암로35길,,,,
언주로107길,,한천로139나길,화곡로44나길,쑥고개로11길,,,,,,한천로8길,장승배기로18길,홍익로,,청두곶12길,,정릉로34길,,,양평로22나길,후암로40길,,,,
언주로108길,,한천로124다길,화곡로53나길,쑥고개로13길,,,,,,한천로10길,장승배기로19길,홍익로2길,,청두곶13길,,정릉로36길,,,양평로28나길,후암로44길,,,,
언주로113길,,화계사1가길,화곡로31다길,쑥고개로16길,,,,,,한천로11길,장승배기로20길,홍익로3길,,청두곶14길,,정릉로38길,,,양평로30나길,후암로48길,,,,
언주로114길,,화계사길,,쑥고개로21길,,,,,,한천로14길,장승배기로21길,홍익로5길,,청두곶15길,,정릉로40길,,,양평로21다길,후암로49길,,,,
언주로115길,,화계사1길,,쑥고개로22길,,,,,,한천로15길,장승배기로22길,홍익로6길,,청룡마을길,,정릉로42길,,,양평로22다길,후암로57길,,,,
언주로116길,,화계사1나길,,쑥고개로24길,,,,,,한천로17길,장승배기로23길,홍익로5안길,,청룡마을1길,,정릉로44길,,,양평로28다길,후암로16나길,,,,
언주로121길,,,,쑥고개로26길,,,,,,한천로18길,장승배기로24길,홍제천동자전거길,,청룡마을2길,,정릉로46길,,,양평로22라길,후암로28나길,,,,
언주로122길,,,,쑥고개로28길,,,,,,한천로20길,장승배기로25길,홍제천서자전거길,,청룡마을3길,,정릉로48길,,,양평로28라길,후암로16다길,,,,
언주로124길,,,,쑥고개로30길,,,,,,한천로22길,장승배기로26길,화곡로,,청룡마을4길,,정릉로52길,,,양평로22마길,후암로28다길,,,,
언주로125길,,,,쑥고개로1나길,,,,,,한천로24길,장승배기로27길,환일길,,탑성말길,,정릉로8나길,,,양평로28마길,후암로28라길,,,,
언주로126길,,,,쑥고개로2나길,,,,,,한천로26길,장승배기로28길,환일1길,,탑성말1길,,정릉로9나길,,,양평로22바길,후암로28마길,,,,
언주로129길,,,,쑥고개로2다길,,,,,,한천로28길,장승배기로30길,환일2길,,태봉로,,정릉로10나길,,,양평로28바길,후암로28바길,,,,
언주로130길,,,,쑥고개로2라길,,,,,,한천로30길,장승배기로9나길,환일4길,,태봉로2길,,정릉로27나길,,,양평로22사길,,,,,
언주로133길,,,,약수암길,,,,,,한천로32길,장승배기로11나길,환일6길,,한강남자전거길,,정릉로31나길,,,양평로28사길,,,,,
언주로134길,,,,약수암1길,,,,,,한천로33길,장승배기로18나길,환일7길,,헌릉로,,정릉로38나길,,,양평로28아길,,,,,
언주로135길,,,,양녕로,,,,,,한천로36길,장승배기로19나길,환일8길,,헌릉로8길,,정릉로8다길,,,여의공원로,,,,,
언주로136길,,,,양녕로1가길,,,,,,한천로37길,장승배기로20나길,환일7안길,,헌릉로422길,,정릉로9다길,,,여의나루로,,,,,
언주로138길,,,,양녕로2가길,,,,,,한천로38길,장승배기로24나길,효창목길,,헌릉로468길,,정릉로10다길,,,여의나루로2길,,,,,
언주로140길,,,,양녕로6가길,,,,,,한천로39길,장승배기로27나길,효창목2길,,헌인릉길,,정릉로27다길,,,여의나루로4길,,,,,
언주로141길,,,,양녕로1길,,,,,,한천로40길,장승배기로9다길,효창목4길,,헌인릉1길,,정릉로38다길,,,여의나루로6길,,,,,
언주로146길,,,,양녕로2길,,,,,,한천로41길,장승배기로19다길,효창목5길,,헌인릉2길,,정릉로9라길,,,여의대로,,,,,
언주로147길,,,,양녕로5길,,,,,,한천로42길,장승배기로20다길,효창목5안길,,형촌길,,정릉로10라길,,,여의대로2길,,,,,
언주로148길,,,,양녕로6길,,,,,,한천로43길,장승배기로27다길,효창원로,,형촌1길,,정릉로38라길,,,여의대로4길,,,,,
언주로149길,,,,양녕로7길,,,,,,한천로46길,장승배기로9라길,효창원로93길,,형촌2길,,정릉로38마길,,,여의대로6길,,,,,
언주로150길,,,,양녕로10길,,,,,,한천로47길,장승배기로19라길,효창원로95길,,형촌3길,,정릉로38바길,,,여의대방로,,,,,
언주로151길,,,,양녕로16길,,,,,,한천로49길,장승배기로20라길,효창원로97길,,형촌5길,,정릉천자전거길,,,여의대방로9가길,,,,,
언주로152길,,,,양녕로6나길,,,,,,한천로51길,장승배기로27라길,효창원로98길,,형촌6길,,종암로,,,여의대방로35가길,,,,,
언주로153길,,,,양녕로6다길,,,,,,한천로53길,장승배기로27마길,희우정로,,형촌7길,,종암로9가길,,,여의대방로43가길,,,,,
언주로154길,,,,양녕로6라길,,,,,,한천로55길,한강남자전거길,희우정로1길,,형촌8길,,종암로13가길,,,여의대방로47가길,,,,,
언주로157길,,,,양산길,,,,,,한천로58길,현충로,희우정로3길,,형촌9길,,종암로19가길,,,여의대방로53가길,,,,,
